basin,perturbation,pclass,A_up,A_lo,E5_up,E5_lo,B5_up,B5_lo,E1_up,E1_lo,E20_up,E20_lo,alpha_star_up,alpha_star_lo,delta_bar,beta_bar,Delta_asym,n,m1,zero_frac,cp1_up,ncp_up,cp1_lo,ncp_lo,H_mean_up,H_mean_lo,H5_up,H5_lo,NSE,lnNSE,KGE,KGEp,KGEnp,PBIAS,RMSE,RSR,VE,MAPE,SMAPE,BiasFHV,BiasFLV,BiasFMS,PeakBias,Q95Bias,Q90Bias,BFIBias
136208A,P8_mult_noise_0.10,P8,0.032051621577075015,0.005240076005933793,0.03837574716471835,0.0,-0.003768194428244367,0.0,0.039295745754668904,0.0,0.03910464345878779,0.0,,0.5786899243318466,0.018340439362826026,-0.0004407383553101704,0.026811545571141224,3652,37,0.5276560788608982,0.09,6,0.53,6,0.9962080492616735,0.9961733198658141,0.9989616715395238,,0.9900830041604813,0.9991292777269518,0.9558194920007275,0.969181633632949,0.9628577695164173,-3.044676895828607,0.2251410688275054,0.09958411439340463,0.925018184513827,7.786083784723257,3.6680878725652053,-3.599978826202461,-0.0,-0.08954993489598141,-3.851193780437321,0.0,0.0,0.5719860124894705
136208A,P8_mult_noise_0.30,P8,0.09769326680434762,0.01612451425120612,0.12356222434941447,0.0,-0.0001937262241686461,0.0,0.1285181612070577,0.0,0.1162561631294771,0.0,0.027909922660597993,0.5320113677827267,0.055891594011364114,-0.0009847464244966083,0.0815687525531415,3652,37,0.5276560788608982,0.06,6,0.53,6,0.9962662319222334,0.9960507278829274,0.9975316061453171,,0.8047507224321822,0.9920399096800429,0.7096758926657041,0.8026600316078695,0.8851930483356732,8.741454345214153,0.9989859398319061,0.4418702044354404,0.7209478347891171,24.733873910233534,11.178318802272834,9.551753313997066,-0.0,-0.3074299662687421,9.118386059522344,0.0,0.0,-10.781179510256997
126003A,P1_peak_damp_0.70,P1,0.07938758637959929,0.03200216211836271,0.14952198807755177,0.0,-0.14902675375235,0.0,0.15670638831435116,0.0,0.08523307003322887,0.01058998148054955,,0.20570451709705673,0.05500595666081067,-0.013204264420951921,0.04738542426123658,3652,37,0.16757940854326397,0.06,6,0.17,6,0.9353311067456345,0.9243779965503747,0.19639034365052677,,0.935753026876033,0.9944111613282696,0.6947121415390112,0.7907033063360454,0.7848241652485567,-20.828925542893025,2.6704544929424134,0.25346986630360424,0.7739274014177047,12.891962859515807,11.001191332162144,-24.93101048598613,0.10305208853967446,-0.6030386060734658,-24.191155829887137,0.0,0.0,4.202139753504359
126003A,P1_peak_damp_0.85,P1,0.06416049391045671,0.031664812742483325,0.08025471202707035,0.0,-0.0676888740712987,0.0,0.07158607457227262,0.0,0.06677448499484824,0.008942038585245834,,0.22729357369028372,0.051323396911607054,-0.004564875524236772,0.032495681167973384,3652,37,0.16757940854326397,0.06,6,0.17,6,0.9784533821530297,0.9750618468835411,0.7417812001463553,,0.972786492218103,0.9955735196791626,0.8529144038770199,0.901545316874601,0.897374417225578,-9.699712948669173,1.7380053480284328,0.16496517142080946,0.861892233906719,12.342877885889193,10.264679382321402,-11.63357639679594,0.0010155817508779245,0.38592466436918693,-10.556931019992492,0.0,0.0,-0.4621400191892499
126003A,P2_peak_infl_1.15,P2,0.06423967568598887,0.032555828317443664,0.08168090963179418,0.0,0.06885894323171655,0.0,0.07903286282328756,0.0,0.06599949251299067,0.009373342039053052,,0.30491186238785795,0.0516442665570357,0.005912353341339921,0.03168384736854521,3652,37,0.16757940854326397,0.07,6,0.17,6,0.9762999703183632,0.9717295919677442,0.7234980790529577,,0.9633072790844006,0.995620390360163,0.7793427266720288,0.8558475260041134,0.8552857989049782,14.224849387032945,2.018128449384634,0.19155344140891684,0.8309715494160821,12.752670019976382,10.328853311407146,17.19730071417123,0.07947800552095355,0.010604733798081727,16.865447240121444,0.0,0.0,-7.422915604758943
126003A,P2_peak_infl_1.30,P2,0.07271942782044231,0.03217773533196352,0.11990593973671942,0.0,0.11497837065632965,0.0,0.13567246527883278,0.0,0.07796160122334395,0.009420380942911782,,0.24852771427487455,0.053196790002560695,0.007583591761538183,0.040541692488478796,3652,37,0.16757940854326397,0.06,6,0.17,6,0.952685095811936,0.943908604693725,0.4181847901879697,,0.8664509026718352,0.9951237529496804,0.5979327039609428,0.7388526091728496,0.7385319655997598,25.763098398351847,3.8501648453745334,0.36544369925908515,0.7224955812507324,13.229077018927256,10.63935800051213,32.56646708303449,0.03894983997399592,0.08043453853103401,31.706571211529315,0.0,0.0,-9.475002585876714
126003A,P3_base_infl_0.10,P3,0.09152488363350526,0.5933024300793635,0.059245607697435164,1.0,-0.0062202835937686315,1.0,0.051967990087379054,1.0,0.060114328095474394,0.9627192069745492,0.012276244420319903,,0.28190341716959844,0.25344837503136314,-0.5017775464458581,3652,37,0.16757940854326397,0.62,6,0.14,6,0.5855326856035674,0.5955996027713029,0.9977096337620337,0.0,0.9806565080562196,0.9714067555576139,0.9474947734007897,0.9630250967192906,0.9669415772259637,1.658000256776788,1.46529910482917,0.13908088274015382,0.8811134375664745,123.80568276547983,56.38068343391968,1.7048544677745343,82.6507535691343,-14.505372960275066,1.9893291022367705,1167394938085.7815,1296435762672.9373,-2.3702279441703276
126003A,P3_base_infl_0.25,P3,0.11082329800962913,0.6518213996389116,0.055382968737295965,1.0,-0.008986553709355305,1.0,0.06165269118896015,1.0,0.05622634974433121,0.9821315171302396,0.3040058330244653,,0.33119803618581783,0.31058868205639556,-0.5409981016292825,3652,37,0.16757940854326397,0.55,6,0.19,6,0.4395667743100579,0.4494813803239011,0.9963079549977133,0.0,0.9826971137787612,0.9045104847628671,0.9766765406390205,0.9758108385986273,0.972903454594489,0.09511118459801868,1.3858560491305405,0.13154043568895007,0.8751455540965367,319.74570059043873,66.23960723716351,-1.7086078661034114,84.1040462194612,-26.419443957425,-3.034600083585704,2891244037727.053,3193135038590.4136,-0.25820194166828625
126003A,P4_base_depl_0.50,P4,0.1477715056781581,0.16258658472656903,0.06111845928488126,0.0,-0.01477467519548766,0.0,0.0666897166080482,0.0,0.060932522351035925,0.053341187799826856,,0.01,0.19434912770446072,-0.1771634041363072,-0.014815079048410923,3652,37,0.16757940854326397,0.3,6,0.17,6,0.36144830060421185,0.36892455245687444,0.975738223927739,,0.9716416293922805,0.9575356395155316,0.9319496691648192,0.9558696860883229,0.9454544385551686,-3.893730129833373,1.7741873678875286,0.16839943767043739,0.860988710718136,35.95317774333525,38.86982554089216,-3.0696372872480784,7.912485065532298,23.391065029757115,-4.594045124444146,0.0,0.0,-3.9023925900189482
126003A,P4_base_depl_0.75,P4,0.0884298053361059,0.07230345176731846,0.06953315110267035,0.0,0.009506403755783176,0.0,0.06236354401100335,0.0,0.0624132465915738,0.02393882178439274,0.30449221507198304,0.01,0.09524237023019834,-0.07488567488822918,0.01612635356878743,3652,37,0.16757940854326397,0.07,6,0.17,6,0.46742802097655634,0.47343558509416733,0.9948024530432434,,0.9697440531233104,0.9887818456573801,0.9389379136025328,0.9611392429242767,0.9578122643219139,3.1646358274885698,1.8325853917360868,0.17394236653756784,0.8583841797265518,20.25245084450804,19.04847404603967,5.587167500556948,3.284244008171284,9.559321572131632,5.254793220652534,0.0,0.0,-5.271997703534711
126003A,P5_compensating,P5,0.30019365562144873,0.8715041316072833,0.146497155046934,1.0,-0.14634346393335929,1.0,0.16842282127649436,1.0,0.08746786219045362,0.998830406692722,0.3214992170138868,,0.5985560903028939,0.5640605760919564,-0.5713104759858346,3652,37,0.16757940854326397,0.06,6,0.33,6,0.2459681909699293,0.24596819096992933,0.10568266831088362,0.0,0.8946743102105127,-0.38443858371158623,0.6937339050014785,0.6937339050014786,0.48833980659123144,-1.0513685787589175e-14,3.419211786139068,0.3245391960757395,0.5114138910399527,5588.400368082404,119.71121806057876,-29.147848352125695,83.01019061540029,-86.86471604327392,-29.67257665876437,41295770476013.21,47434996925354.625,31.9551928130806
126003A,P6_shift_1d,P6,0.20707236603557266,0.08113544927109562,0.5143654243526101,0.02185792349726776,-0.13820904388005353,0.02185792349726776,0.6696531163945684,0.02702702702702703,0.25311515790464784,0.07114035099609822,0.1480102456436353,,0.12359811342852638,0.018573131345846188,0.12593691676447705,3652,37,0.16757940854326397,0.06,6,0.16,6,0.9520608442393196,0.9516551921990835,0.9683399648507194,,-0.3449379255170666,0.9120464512884224,0.36348507947159225,0.36526986674308715,0.9627204968977585,2.3359110632585285,12.218276977458993,1.159714587955617,-0.006148733163630293,41.82478070313708,24.719622685705204,3.2247604763375906,0.08455717442732182,1.6768798118863324,-61.90960309056337,0.0,0.0,-3.958129641530226
126003A,P6_shift_3d,P6,0.3084336005546956,0.14968866515622772,0.6396595785980334,0.08196721311475409,-0.42681744970634605,0.08196721311475409,0.7792998972741125,0.08108108108108109,0.3936689343959939,0.1420511377820265,0.2591809659044599,,0.2033528326152712,0.03938848906446357,0.15874493539846787,3652,37,0.16757940854326397,0.06,6,0.16,6,0.8822118699550469,0.8766306626769996,0.8462334290880291,,-0.7436909967836292,0.7665879251269543,0.13863602403745146,0.13871956939956087,0.9393019062515522,0.9758029839628088,13.912129397312844,1.3204889233854364,-0.3011094470255471,116.32738403372132,40.67056652305429,1.3568576125971292,0.07620760660681211,1.3360589949301165,-81.2503730661107,0.0,0.0,-2.746934657188589
126003A,P7_var_compress_0.80,P7,0.274054621168056,0.8391555390607783,0.10131951674721612,1.0,-0.09184285501556934,1.0,0.11498785871868537,1.0,0.08493012770358019,0.9980580783582694,0.18845392035249434,,0.5600615794754561,0.5445162484877419,-0.5651009178927223,3652,37,0.16757940854326397,0.19,6,0.31,6,0.14015596464790797,0.1451156553685263,0.5840878484625486,0.0,0.941478327030265,0.03878798656759408,0.8148705544397097,0.8038609227256397,0.8136091802642474,1.3757115876181611,2.5486911579160108,0.24191253165087373,0.6727753915527681,3295.4251452633694,112.0123158950913,-17.761715651194464,90.24180584729015,-75.91611145051381,-18.66145748061974,29212803996855.44,31512360733037.453,22.836185499015603
126003A,P7_var_compress_0.90,P7,0.20390606775613887,0.783696884767881,0.06730375009118879,1.0,-0.04106189064414028,1.0,0.0710714203928642,1.0,0.0680327688377481,0.9962826913708451,0.19067289568903065,,0.47907327131896804,0.4660186439620131,-0.5797908170117422,3652,37,0.16757940854326397,0.54,6,0.22,6,0.2038354362425914,0.21211599349638635,0.9005691107038165,0.0,0.9701188950060591,0.4455968684851557,0.898023932119355,0.8936266509601438,0.9081543293268717,0.49498829878989575,1.8211980330400046,0.17286151970274055,0.804805578596821,1691.93737575607,95.81465426379366,-9.689055755477401,89.39202663038593,-61.7008826722677,-10.215084879366195,15035198117667.865,16296744960587.998,10.254411436250889
126003A,P8_mult_noise_0.10,P8,0.03882988050868964,0.02120469166333492,0.03955693138492832,0.0,-0.0031921582500128477,0.0,0.04907534674235316,0.0,0.039349274363297784,0.00618171767147055,0.06901228255017429,0.22326684174093897,0.032885714823389374,0.00033276973155244564,0.017625188845354724,3652,37,0.16757940854326397,0.3,6,0.17,6,0.9962516947495844,0.9960165083431979,0.9919634899838373,,0.984662327018766,0.9982682026422387,0.9706325532188015,0.9747597853680333,0.9802185446537982,0.42295592162141504,1.3047838805307441,0.12384535914290058,0.9104431971722201,7.942647048020711,6.577142964677883,0.32297469034343773,0.03971178445511697,0.34434833381383617,0.8144943804588624,0.0,0.0,-1.1086821798746185
126003A,P8_mult_noise_0.30,P8,0.11636907325427012,0.06248384472646337,0.11585709944338911,0.0,0.002396090510361923,0.0,0.1250577145056691,0.0,0.1183997981582149,0.018783634282611292,0.04274696612644559,0.1702142401244234,0.0980037151926777,0.002339825011060295,0.05388522852780675,3652,37,0.16757940854326397,0.26,6,0.17,6,0.9963400954913654,0.9961655136497004,0.9965055347099618,,0.8959081990781154,0.9837309756441651,0.8067816741112398,0.8748884270551193,0.9153366734440096,7.208546255176597,3.3991247758122496,0.3226326098240608,0.7462435802851903,24.705832924528995,19.600743038535544,9.297665414959653,0.11850663533561562,-0.830673908626655,9.606178000413298,0.0,0.0,-9.921613846500785
122004A,P1_peak_damp_0.70,P1,0.07933711206774335,0.02569531143740875,0.15236173114037688,0.0,-0.1517435625413979,0.0,0.15235778939231007,0.0,0.08843283561248452,0.0,,0.2569152304179598,0.05113757696186061,-0.011244046507666017,0.05364180063033461,3652,37,0.2319277108433735,0.06,6,0.19,6,0.9278126997126549,0.917114186873852,0.18445954930090508,,0.9185979797769971,0.9954083626938336,0.657450348327993,0.7716017744982056,0.7716429844049619,-22.348568167514845,5.033524570503251,0.28531039277075576,0.7591116132760589,13.027206656919303,10.227515392372124,-26.66862765035106,0.15229992118871089,0.8598042355734166,-26.620089426058865,0.0,0.0,6.00348872949479
122004A,P1_peak_damp_0.85,P1,0.06455918276884424,0.026037392680530853,0.08374797412438079,0.0,-0.07140071610712483,0.0,0.08932400524356292,0.0,0.0698796438342579,0.0,,0.2580809688364491,0.04788590526306704,-0.0051998420582141745,0.03852179008831339,3652,37,0.2319277108433735,0.06,6,0.19,6,0.9719347361939444,0.9662982621595511,0.6729515064283003,,0.966821568588391,0.9965049614706118,0.8273922509733371,0.8835453808697812,0.8797242174345831,-11.512175046806775,3.21353123994409,0.18214947546344754,0.8492988849271185,12.441500464229735,9.577181052613412,-14.038579348737901,0.018049500206555186,-0.9265155256775032,-14.758315009561175,0.0,0.0,1.6310009670739252
122004A,P2_peak_infl_1.15,P2,0.06076271462875965,0.025680143720893858,0.06944335768494433,0.0,0.05339153684848252,0.0,0.07849164301407632,0.0,0.06270231436307683,0.0,,0.26816599595169194,0.04654069820998559,0.005183678070498031,0.03508257090786579,3652,37,0.2319277108433735,0.09,6,0.23,6,0.9743963034233241,0.9725772975424657,0.7727940035224423,,0.938861994151186,0.9967183551684733,0.7777551045684814,0.8628177820695893,0.867859576550005,12.856269734970917,4.362246831194205,0.2472610075382167,0.8351494679121001,12.42126782215135,9.30813964199711,16.23843159934471,0.08162200385419649,-0.7801266480414267,16.922542430309054,0.0,0.0,-4.97163188437404
122004A,P2_peak_infl_1.30,P2,0.07474847324454763,0.026049665081333013,0.11915122656132907,0.0,0.11211517194737115,0.0,0.13902880579765683,0.0,0.0818889385983881,0.0,,0.2797991124071354,0.050781520353169685,0.005865638017218143,0.04869880816321462,3652,37,0.2319277108433735,0.06,6,0.23,6,0.9507225754939755,0.9435819591807763,0.4793368363225471,,0.8851795654226884,0.9958436013858594,0.61843226999974,0.7507700004492591,0.7509363170760697,24.63840900984958,5.978114024989074,0.3388516409541374,0.7199421108198786,13.650885056379705,10.156304070633917,30.89374403983298,0.08016112230619336,-0.03585874786092491,29.33946635546248,0.0,0.0,-7.989063859056269
122004A,P3_base_infl_0.10,P3,0.1039879861123436,0.657580386242014,0.05347636646145475,1.0,0.002661668179317862,1.0,0.05127657437564614,1.0,0.05896810521048338,1.0,0.04238936210485796,,0.3268860675041185,0.3001581100841554,-0.5535924001296704,3652,37,0.2319277108433735,0.56,6,0.2,6,0.5671740158126306,0.5768960963762305,0.9940363709172239,0.0,0.9767738423541736,0.9866554748129005,0.9833816847482867,0.985790741941647,0.9781323683788976,0.837526990235917,2.688705812167807,0.15240130460670717,0.8818611870656522,104.16565203508024,65.3772135008237,-0.16224911022859878,66.71409744666012,-14.478361934010229,0.16195511923301836,1030440080452.4594,1127468236940.3018,-1.4819440599862244
122004A,P3_base_infl_0.25,P3,0.12034225537412681,0.6984750342499663,0.05814155334418843,1.0,-0.003310323765966688,1.0,0.04859638701818871,1.0,0.057080716889960456,1.0,0.035160977276851337,,0.36495114209212265,0.3439794252026704,-0.5781327788758395,3652,37,0.2319277108433735,0.55,6,0.25,6,0.44869675373976636,0.45869334445645776,0.9969951273432075,0.0,0.9755079979493775,0.9531726125129665,0.9298317973086795,0.9546707688868614,0.9583774706585637,2.8525959195159105,2.7610021500224806,0.1564992078274601,0.8828669256928322,267.3442147550322,72.99022841842452,3.6608528393975424,74.5076549594312,-27.31935927462175,3.1593291934336616,2611280807409.2603,2809167001884.9697,-1.5829124513060522
122004A,P4_base_depl_0.50,P4,0.14315623695978533,0.1287474312770832,0.06459677984800932,0.0,-0.007883150896088298,0.0,0.0639181006679767,0.0,0.05834121972551288,0.0,0.18251806633912493,0.01,0.17367418792506345,-0.15448379697462877,0.014408805682702114,3652,37,0.2319277108433735,0.3,6,0.19,6,0.3903931441435238,0.3980405560106945,0.9957662564005094,,0.962914703637036,0.9709791393387923,0.9215881546951307,0.9478195968751801,0.954086672613017,-3.4246841667536008,3.3974688085414733,0.19257543032007998,0.8613677669053821,34.959396981830224,34.73483758501271,-3.865577352761466,8.271537750936751,16.288342249771016,-5.105470623486466,0.0,0.0,-2.3755045189048754
122004A,P4_base_depl_0.75,P4,0.0826543022805783,0.05702964855876301,0.05654885453684801,0.0,-0.01214675366096511,0.0,0.0440289232197761,0.0,0.05982193183854147,0.0,0.012846035787585143,0.01,0.08446684751279335,-0.06681197265582915,0.025624653721815285,3652,37,0.2319277108433735,0.3,6,0.19,6,0.5010074317093193,0.5069719965783148,0.9804935891347407,,0.9822652304169526,0.9922138370375366,0.9750964942347204,0.9724394340852814,0.9767629941342619,-0.2750833288049844,2.34945632646689,0.13317195494189998,0.8901323332232854,19.4763792497837,16.893369502558645,1.0457292953575474,3.494494115233708,6.892310427464065,1.4447732633522168,0.0,0.0,-3.8879386230023045
122004A,P5_compensating,P5,0.3237402221676451,0.9022232713669481,0.1507906563477327,1.0,-0.1505495644054978,1.0,0.1831034246990969,1.0,0.08538841929682063,1.0,0.31694715895004455,,0.6360877218841514,0.6042457328723154,-0.578483049199303,3652,37,0.2319277108433735,0.06,6,0.5,6,0.252197627286001,0.252197627286001,0.17062124931880276,0.0,0.8866756772111858,-0.49863515941693115,0.6874821075779304,0.6874821075779303,0.449582520879541,1.1566418989897646e-14,5.939038867573928,0.3366367816932876,0.5022027639641607,8705.880789269824,127.21754437683049,-30.37994834757614,54.09523064433057,-90.53515842406928,-31.241034780064215,67653862312395.36,82066750977015.16,37.60448006113402
